id_losowania	data_losowania	nr1	nr2	nr3	nr4	nr5
1719	2017-02-24	8	12	15	17	20
1720	2017-02-26	20	22	27	30	31
1721	2017-02-28	1	3	5	8	11
1722	2017-03-02	8	13	17	20	25
1723	2017-03-04	5	9	14	15	20
1724	2017-03-06	11	13	15	18	19
1725	2017-03-08	13	15	16	20	21
1726	2017-03-10	15	16	19	22	26
1727	2017-03-12	13	15	19	20	25
1728	2017-03-14	18	21	23	27	31
1729	2017-03-16	13	17	21	25	30
1730	2017-03-18	12	14	19	20	24
1731	2017-03-20	10	14	19	21	26
1732	2017-03-22	7	8	11	16	17
1733	2017-03-24	5	6	8	13	15
1734	2017-03-26	9	10	14	15	16
1735	2017-03-28	3	5	9	13	17
1736	2017-03-30	1	2	7	10	15
1737	2017-04-01	6	8	11	12	17
1738	2017-04-03	17	22	27	32	33
1739	2017-04-05	10	12	16	21	24
1740	2017-04-07	14	15	19	20	21
1741	2017-04-09	3	8	12	14	15
1742	2017-04-11	19	20	23	24	26
1743	2017-04-13	1	5	8	9	13
1744	2017-04-15	18	23	25	26	30
1745	2017-04-17	3	6	11	14	16
1746	2017-04-19	19	21	25	28	30
1747	2017-04-21	15	17	21	24	29
1748	2017-04-23	19	24	25	29	34
1749	2017-04-25	14	15	16	20	24
1750	2017-04-27	15	18	23	27	31
1751	2017-04-29	14	18	19	22	26
1752	2017-05-01	17	20	22	27	31
1753	2017-05-03	16	18	19	24	26
1754	2017-05-05	10	12	17	22	26
1755	2017-05-07	2	4	5	6	9
1756	2017-05-09	13	16	20	22	26
1757	2017-05-11	6	8	12	17	20
1758	2017-05-13	9	13	18	20	24
1759	2017-05-15	1	5	9	14	18
1760	2017-05-17	20	25	29	31	36
1761	2017-05-19	5	6	9	10	15
1762	2017-05-21	2	4	8	13	18
1763	2017-05-23	6	8	9	10	11
1764	2017-05-25	14	17	18	23	27
1765	2017-05-27	15	17	19	22	23
1766	2017-05-29	14	15	17	18	19
1767	2017-05-31	7	12	14	15	16
1768	2017-06-02	19	21	22	25	29
1769	2017-06-04	15	16	18	23	25
1770	2017-06-06	11	15	17	19	20
1771	2017-06-08	12	13	14	16	18
1772	2017-06-10	8	12	15	16	21
1773	2017-06-12	6	9	11	12	17
1774	2017-06-14	13	14	19	21	24
1775	2017-06-16	10	15	19	23	27
1776	2017-06-18	10	15	16	18	20
1777	2017-06-20	1	6	10	12	17
1778	2017-06-22	7	12	13	18	23
1779	2017-06-24	3	6	8	10	12
1780	2017-06-26	6	10	14	17	22
1781	2017-06-28	5	10	12	16	21
1782	2017-06-30	12	15	18	19	21
1783	2017-07-02	15	19	24	25	28
1784	2017-07-04	20	22	24	27	28
1785	2017-07-06	15	19	21	26	29
1786	2017-07-08	13	16	17	21	26
1787	2017-07-10	16	21	24	25	30
1788	2017-07-12	11	15	20	24	25
1789	2017-07-14	19	20	25	30	35
1790	2017-07-16	7	11	12	16	18
1791	2017-07-18	20	21	24	29	32
1792	2017-07-20	14	18	22	25	27
1793	2017-07-22	1	5	9	12	15
1794	2017-07-24	17	21	23	25	29
1795	2017-07-26	7	12	14	16	20
1796	2017-07-28	13	16	18	21	26
1797	2017-07-30	15	20	22	27	32
1798	2017-08-01	12	16	17	19	22
1799	2017-08-03	12	16	21	24	26
1800	2017-08-05	13	17	21	23	24
1801	2017-08-07	20	25	28	30	32
1802	2017-08-09	12	13	15	18	19
1803	2017-08-11	9	14	16	17	19
1804	2017-08-13	17	18	20	24	26
1805	2017-08-15	4	7	10	12	13
1806	2017-08-17	3	6	9	11	15
1807	2017-08-19	10	13	18	19	24
1808	2017-08-21	2	5	9	11	14
1809	2017-08-23	1	2	3	7	8
1810	2017-08-25	7	8	12	13	15
1811	2017-08-27	15	18	21	22	26
1812	2017-08-29	3	7	10	11	12
1813	2017-08-31	17	22	26	28	30
1814	2017-09-02	19	21	26	31	35
1815	2017-09-04	9	12	17	19	20
1816	2017-09-06	12	14	15	19	24
1817	2017-09-08	5	10	13	15	20
1818	2017-09-10	9	10	11	15	20
1819	2017-09-12	18	20	21	24	27
1820	2017-09-14	16	17	19	23	26
1821	2017-09-16	4	7	12	17	21
1822	2017-09-18	2	7	12	15	17
1823	2017-09-20	18	20	24	27	32
1824	2017-09-22	2	6	7	12	16
1825	2017-09-24	6	9	11	15	16
1826	2017-09-26	18	21	26	28	32
1827	2017-09-28	17	21	23	24	27
1828	2017-09-30	18	22	27	28	30
1829	2017-10-02	4	8	12	16	21
1830	2017-10-04	20	23	25	29	30
1831	2017-10-06	6	10	12	16	18
1832	2017-10-08	8	11	14	17	18
1833	2017-10-10	15	16	21	26	28
1834	2017-10-12	20	22	25	30	31
1835	2017-10-14	7	11	13	16	17
1836	2017-10-16	18	20	25	26	27
1837	2017-10-18	18	20	25	30	31
1838	2017-10-20	13	16	21	23	28
1839	2017-10-22	6	11	14	15	19
1840	2017-10-24	16	19	22	25	28
1841	2017-10-26	14	16	17	21	24
1842	2017-10-28	17	19	20	25	28
1843	2017-10-30	15	17	19	22	24
1844	2017-11-01	1	3	6	9	12
1845	2017-11-03	9	11	12	13	17
1846	2017-11-05	16	18	23	25	27
1847	2017-11-07	2	7	8	10	13
1848	2017-11-09	7	8	9	10	11
1849	2017-11-11	12	14	19	24	28
1850	2017-11-13	8	9	11	12	13
1851	2017-11-15	6	11	16	21	26
1852	2017-11-17	5	6	11	13	16
1853	2017-11-19	10	12	15	20	23
1854	2017-11-21	1	2	4	8	10
1855	2017-11-23	15	18	22	23	25
1856	2017-11-25	5	7	8	9	11
1857	2017-11-27	16	17	22	25	30
1858	2017-11-29	4	6	11	12	16
1859	2017-12-01	14	16	18	22	25
1860	2017-12-03	3	8	9	10	12
1861	2017-12-05	2	3	8	12	17
1862	2017-12-07	10	12	16	21	23
1863	2017-12-09	1	4	8	12	16
1864	2017-12-11	4	9	13	16	19
1865	2017-12-13	8	11	16	18	20
1866	2017-12-15	18	20	22	26	29
1867	2017-12-17	11	12	16	19	22
1868	2017-12-19	12	14	17	20	24
1869	2017-12-21	4	6	10	11	15
1870	2017-12-23	12	14	19	21	22
1871	2017-12-25	14	19	20	22	27
1872	2017-12-27	2	4	6	10	12
1873	2017-12-29	7	10	15	16	21
1874	2017-12-31	20	25	30	32	33
1875	2018-01-02	13	14	15	18	22
1876	2018-01-04	12	14	16	18	20
1877	2018-01-06	4	7	10	13	17
1878	2018-01-08	11	12	14	19	20
1879	2018-01-10	14	18	20	22	27
1880	2018-01-12	1	6	8	13	14
1881	2018-01-14	16	17	19	23	25
1882	2018-01-16	9	14	17	20	23
1883	2018-01-18	4	8	12	16	17
1884	2018-01-20	6	8	12	17	18
1885	2018-01-22	5	9	10	13	15
1886	2018-01-24	6	7	8	9	11
1887	2018-01-26	20	23	24	28	30
1888	2018-01-28	20	22	27	29	34
1889	2018-01-30	19	23	24	27	28
1890	2018-02-01	10	12	15	18	23
1891	2018-02-03	1	3	8	10	13
1892	2018-02-05	7	12	15	19	23
1893	2018-02-07	4	5	7	10	11
1894	2018-02-09	16	18	20	24	29
1895	2018-02-11	16	21	22	24	28
1896	2018-02-13	12	13	17	21	26
1897	2018-02-15	3	5	8	10	12
1898	2018-02-17	10	11	13	16	17
1899	2018-02-19	2	3	8	10	14
1900	2018-02-21	18	19	20	23	26
1901	2018-02-23	13	18	20	22	27
1902	2018-02-25	3	7	10	11	12
1903	2018-02-27	5	6	11	16	19
1904	2018-03-01	20	21	25	27	30
1905	2018-03-03	20	23	24	28	30
1906	2018-03-05	16	20	22	25	27
1907	2018-03-07	8	11	14	16	20
1908	2018-03-09	6	11	14	16	18
1909	2018-03-11	13	16	19	24	26
1910	2018-03-13	6	9	12	16	21
1911	2018-03-15	20	22	25	26	29
1912	2018-03-17	15	17	21	26	27
1913	2018-03-19	15	19	20	21	26
1914	2018-03-21	20	23	24	26	28
1915	2018-03-23	11	12	14	19	21
1916	2018-03-25	14	19	22	27	29
1917	2018-03-27	19	20	25	28	30
1918	2018-03-29	8	11	12	14	15
1919	2018-03-31	6	9	12	16	19
1920	2018-04-02	17	18	21	26	28
1921	2018-04-04	5	6	11	14	19
1922	2018-04-06	15	19	23	28	31
1923	2018-04-08	2	7	11	14	17
1924	2018-04-10	15	18	19	21	26
1925	2018-04-12	1	4	7	10	15
1926	2018-04-14	18	20	22	25	27
1927	2018-04-16	19	21	25	28	30
1928	2018-04-18	16	21	25	27	32
1929	2018-04-20	19	23	26	31	36
1930	2018-04-22	2	5	9	11	15
1931	2018-04-24	9	10	15	20	23
1932	2018-04-26	20	21	23	24	27
1933	2018-04-28	15	17	19	20	25
1934	2018-04-30	8	13	17	20	21
1935	2018-05-02	15	17	19	20	22
1936	2018-05-04	6	10	13	14	16
1937	2018-05-06	16	18	22	26	30
1938	2018-05-08	1	6	10	15	20
1939	2018-05-10	5	10	12	14	15
1940	2018-05-12	10	12	17	19	23
1941	2018-05-14	14	15	20	24	25
1942	2018-05-16	8	11	15	19	23
1943	2018-05-18	15	17	18	21	26
1944	2018-05-20	16	18	19	22	25
1945	2018-05-22	2	7	12	14	17
1946	2018-05-24	15	19	22	23	24
1947	2018-05-26	7	10	13	14	19
1948	2018-05-28	10	12	17	18	23
1949	2018-05-30	20	21	23	27	32
1950	2018-06-01	14	16	19	23	24
1951	2018-06-03	8	12	17	18	21
1952	2018-06-05	14	15	17	21	22
1953	2018-06-07	2	4	8	12	13
1954	2018-06-09	8	12	15	18	23
1955	2018-06-11	2	4	5	7	9
1956	2018-06-13	20	25	27	32	36
1957	2018-06-15	3	4	8	10	14
1958	2018-06-17	5	8	12	13	15
1959	2018-06-19	14	17	20	25	30
1960	2018-06-21	15	19	21	26	29
1961	2018-06-23	14	15	18	21	25
1962	2018-06-25	16	17	22	24	28
1963	2018-06-27	14	18	22	24	27
1964	2018-06-29	2	3	4	5	7
1965	2018-07-01	17	20	23	28	33
1966	2018-07-03	15	16	17	20	23
1967	2018-07-05	6	10	11	13	15
1968	2018-07-07	2	5	6	10	14
1969	2018-07-09	13	17	21	25	30
1970	2018-07-11	5	9	14	15	18
1971	2018-07-13	20	24	27	30	34
1972	2018-07-15	13	14	15	20	22
1973	2018-07-17	2	4	6	7	12
1974	2018-07-19	15	17	18	22	26
1975	2018-07-21	10	11	14	19	21
1976	2018-07-23	7	12	13	16	17
1977	2018-07-25	2	4	9	14	18
1978	2018-07-27	4	5	8	13	17
1979	2018-07-29	8	13	18	22	26
1980	2018-07-31	4	8	11	12	13
1981	2018-08-02	1	4	5	7	11
1982	2018-08-04	1	2	3	6	7
1983	2018-08-06	2	4	9	14	19
1984	2018-08-08	8	13	14	19	22
1985	2018-08-10	19	22	23	26	31
1986	2018-08-12	2	5	8	11	16
1987	2018-08-14	8	12	17	19	23
1988	2018-08-16	14	17	19	21	23
1989	2018-08-18	10	13	18	21	26
1990	2018-08-20	5	7	9	12	16
1991	2018-08-22	20	25	28	31	33
1992	2018-08-24	10	13	14	19	21
1993	2018-08-26	12	15	16	21	26
1994	2018-08-28	5	10	15	19	20
1995	2018-08-30	4	7	8	11	14
1996	2018-09-01	2	4	9	11	16
1997	2018-09-03	6	8	11	14	18
1998	2018-09-05	1	2	5	6	11
1999	2018-09-07	14	15	16	19	23
2000	2018-09-09	20	24	28	33	38
2001	2018-09-11	10	13	14	16	18
2002	2018-09-13	10	15	18	22	27
2003	2018-09-15	12	13	18	20	23
2004	2018-09-17	13	18	19	21	26
2005	2018-09-19	12	14	15	19	20
2006	2018-09-21	5	6	7	10	15
2007	2018-09-23	3	7	8	10	15
2008	2018-09-25	19	24	28	33	36
2009	2018-09-27	11	15	17	18	23
2010	2018-09-29	14	17	21	22	23
2011	2018-10-01	4	6	7	9	11
2012	2018-10-03	15	16	19	21	26
2013	2018-10-05	3	8	9	12	16
2014	2018-10-07	8	11	16	17	18
2015	2018-10-09	14	15	18	21	25
2016	2018-10-11	17	18	21	26	29
2017	2018-10-13	13	14	16	21	24
2018	2018-10-15	15	20	25	26	28
2019	2018-10-17	4	5	6	9	10
2020	2018-10-19	8	11	14	15	20
2021	2018-10-21	6	7	11	15	16
2022	2018-10-23	2	6	8	11	15
